rowid,modelname,imagefilename,classid,classtext,value,inference,modelrun,processed_flag,storeid,storename,s3path_actual_file,s3path_annotated_file
11,gpt-4o-rescorer,IMG-MO30I1R8-6J1W.jpg,1086,SHELF_RACK_BRANDING,N,0.0,2026-04-22 15:28:05.259517,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I1R8-6J1W.jpg,ModelResults/LLMRescore_247/IMG-MO30I1R8-6J1W.jpg
12,gpt-4o-rescorer,IMG-MO30I1R8-6J1W.jpg,1027,OFFER_RIBBON_STICKER,N,0.0,2026-04-22 15:28:05.259517,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I1R8-6J1W.jpg,ModelResults/LLMRescore_247/IMG-MO30I1R8-6J1W.jpg
13,gpt-4o-rescorer,IMG-MO30I1R8-6J1W.jpg,1092,SHOPPER_GATE,N,0.0,2026-04-22 15:28:05.259517,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I1R8-6J1W.jpg,ModelResults/LLMRescore_247/IMG-MO30I1R8-6J1W.jpg
14,gpt-4o-rescorer,IMG-MO30I1R8-6J1W.jpg,1091,LED_ELEMENT,N,0.0,2026-04-22 15:28:05.259517,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I1R8-6J1W.jpg,ModelResults/LLMRescore_247/IMG-MO30I1R8-6J1W.jpg
15,gpt-4o-rescorer,IMG-MO30I1R8-6J1W.jpg,1064,SHELF_DISPLAY_MT,N,0.0,2026-04-22 15:28:05.259517,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I1R8-6J1W.jpg,ModelResults/LLMRescore_247/IMG-MO30I1R8-6J1W.jpg
16,gpt-4o-rescorer,IMG-MO30I1R8-6J1W.jpg,1088,NECK_RINGER,N,0.0,2026-04-22 15:28:05.259517,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I1R8-6J1W.jpg,ModelResults/LLMRescore_247/IMG-MO30I1R8-6J1W.jpg
17,gpt-4o-rescorer,IMG-MO30I1R8-6J1W.jpg,1089,BOX_DISPLAY,N,0.0,2026-04-22 15:28:05.259517,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I1R8-6J1W.jpg,ModelResults/LLMRescore_247/IMG-MO30I1R8-6J1W.jpg
18,gpt-4o-rescorer,IMG-MO30I1R8-6J1W.jpg,1090,COOLER_STRIPS,N,0.0,2026-04-22 15:28:05.259517,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I1R8-6J1W.jpg,ModelResults/LLMRescore_247/IMG-MO30I1R8-6J1W.jpg
19,gpt-4o-rescorer,IMG-MO30I1R8-6J1W.jpg,1080,FOAM_BANNER,N,0.0,2026-04-22 15:28:05.259517,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I1R8-6J1W.jpg,ModelResults/LLMRescore_247/IMG-MO30I1R8-6J1W.jpg
20,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1019,POSTER,Y,0.9,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
21,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1020,STREAMER,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
22,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1081,DANGLER,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
23,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1082,WOBBLER,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
24,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1022,WALL_BRANDING,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
25,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1083,FRONT_WINDOW_BRANDING,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
26,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1084,CEILING_PILLAR_BRANDING,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
27,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1040,PILLAR_BRANDING,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
28,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1085,COUNTER_FRONT,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
29,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1086,SHELF_RACK_BRANDING,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
30,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1027,OFFER_RIBBON_STICKER,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
31,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1087,MT_RACK_DISPLAY,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
32,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1092,SHOPPER_GATE,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
33,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1091,LED_ELEMENT,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
34,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1064,SHELF_DISPLAY_MT,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
35,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1088,NECK_RINGER,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
36,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1089,BOX_DISPLAY,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
37,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1090,COOLER_STRIPS,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
38,gpt-4o-rescorer,IMG-MO30I0CT-2FEF.jpg,1080,FOAM_BANNER,N,0.0,2026-04-22 15:28:13.421864,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I0CT-2FEF.jpg,ModelResults/LLMRescore_247/IMG-MO30I0CT-2FEF.jpg
39,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1019,POSTER,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
40,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1020,STREAMER,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
41,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1081,DANGLER,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
42,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1082,WOBBLER,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
43,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1022,WALL_BRANDING,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
44,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1083,FRONT_WINDOW_BRANDING,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
45,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1084,CEILING_PILLAR_BRANDING,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
46,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1040,PILLAR_BRANDING,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
47,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1085,COUNTER_FRONT,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
48,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1086,SHELF_RACK_BRANDING,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
49,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1027,OFFER_RIBBON_STICKER,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
50,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1087,MT_RACK_DISPLAY,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
51,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1092,SHOPPER_GATE,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
52,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1091,LED_ELEMENT,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
53,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1064,SHELF_DISPLAY_MT,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
54,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1088,NECK_RINGER,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
55,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1089,BOX_DISPLAY,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
56,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1090,COOLER_STRIPS,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
57,gpt-4o-rescorer,IMG-MO30I2G3-NDBM.jpg,1080,FOAM_BANNER,N,0.0,2026-04-22 15:28:21.045214,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I2G3-NDBM.jpg,ModelResults/LLMRescore_247/IMG-MO30I2G3-NDBM.jpg
58,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1087,MT_RACK_DISPLAY,Y,0.85,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
59,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1019,POSTER,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
60,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1020,STREAMER,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
61,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1081,DANGLER,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
62,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1082,WOBBLER,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
63,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1022,WALL_BRANDING,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
64,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1083,FRONT_WINDOW_BRANDING,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
65,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1084,CEILING_PILLAR_BRANDING,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
66,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1040,PILLAR_BRANDING,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
67,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1085,COUNTER_FRONT,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
68,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1086,SHELF_RACK_BRANDING,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
69,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1027,OFFER_RIBBON_STICKER,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
70,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1092,SHOPPER_GATE,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
71,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1091,LED_ELEMENT,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
72,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1064,SHELF_DISPLAY_MT,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
73,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1088,NECK_RINGER,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
74,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1089,BOX_DISPLAY,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
75,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1090,COOLER_STRIPS,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
76,gpt-4o-rescorer,IMG-MO30I13Y-83S0.jpg,1080,FOAM_BANNER,N,0.0,2026-04-22 15:28:28.300672,N,1220111093,SITAULA HOTEL,april_store_images/IMG-MO30I13Y-83S0.jpg,ModelResults/LLMRescore_247/IMG-MO30I13Y-83S0.jpg
77,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1081,DANGLER,Y,0.85,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
78,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1087,MT_RACK_DISPLAY,Y,0.8,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
79,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1019,POSTER,N,0.0,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
80,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1020,STREAMER,N,0.0,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
81,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1082,WOBBLER,N,0.0,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
82,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1022,WALL_BRANDING,N,0.0,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
83,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1083,FRONT_WINDOW_BRANDING,N,0.0,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
84,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1084,CEILING_PILLAR_BRANDING,N,0.0,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
85,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1040,PILLAR_BRANDING,N,0.0,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
86,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1085,COUNTER_FRONT,N,0.0,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
87,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1086,SHELF_RACK_BRANDING,N,0.0,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
88,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1027,OFFER_RIBBON_STICKER,N,0.0,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
89,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1092,SHOPPER_GATE,N,0.0,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
90,gpt-4o-rescorer,IMG-MO30IKAP-UE4B.jpg,1091,LED_ELEMENT,N,0.0,2026-04-22 15:28:36.458944,N,1220111097,RAKSHYA KIRANA STORE,april_store_images/IMG-MO30IKAP-UE4B.jpg,ModelResults/LLMRescore_247/IMG-MO30IKAP-UE4B.jpg
