rowid,modelname,imagefilename,classid,classtext,value,inference,modelrun,processed_flag,storeid,storename,s3path_actual_file,s3path_annotated_file
128,llava:7b,img_1768054958717_4300.jpg,1028,Other Elements branded by Coca-Cola - Bar Mat,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
129,llava:7b,img_1768054958717_4300.jpg,1029,Other Elements branded by Coca-Cola - Napkin Holder,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
130,llava:7b,img_1768054958717_4300.jpg,1030,Other Elements branded by Coca-Cola - Tent Card,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
131,llava:7b,img_1768054958717_4300.jpg,1031,Other Elements branded by Coca-Cola - Tray,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
132,llava:7b,img_1768054958717_4300.jpg,1032,Other Elements branded by Coca-Cola - Shop Board,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
133,llava:7b,img_1768054958717_4300.jpg,1033,Other Elements branded by Coca-Cola - Umbrella,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
134,llava:7b,img_1768054958717_4300.jpg,1034,Other Elements branded by Coca-Cola - Neon Signage,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
135,llava:7b,img_1768054958717_4300.jpg,1035,Other Elements branded by Coca-Cola - Coke Glass,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
136,llava:7b,img_1768054958717_4300.jpg,1036,Other Elements branded by Coca-Cola - Waiter Apron,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
137,llava:7b,img_1768054958717_4300.jpg,1037,Other Elements branded by Coca-Cola - One pager Combo menu,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
138,llava:7b,img_1768054958717_4300.jpg,1038,Other Elements branded by Coca-Cola - Wall Menu,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
139,llava:7b,img_1768054958717_4300.jpg,1039,Other Elements branded by Coca-Cola - Rack shelf branding,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
140,llava:7b,img_1768054958717_4300.jpg,1040,Other Elements branded by Coca-Cola - Pillar Branding,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
141,llava:7b,img_1768054958717_4300.jpg,1041,Other Elements branded by Coca-Cola - Window Branding (One Way Vision),N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
142,llava:7b,img_1768054958717_4300.jpg,1042,Other Elements branded by Coca-Cola - Offer Communication (Printed Communication Material),N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
143,llava:7b,img_1768054958717_4300.jpg,1043,Other Elements branded by Coca-Cola - Aerial Hanger,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
144,llava:7b,img_1768054958717_4300.jpg,1044,Other Elements branded by Coca-Cola - Digital Display Ad,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
145,llava:7b,img_1768054958717_4300.jpg,1045,Other Elements branded by Coca-Cola - Coke logo Cup,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
146,llava:7b,img_1768054958717_4300.jpg,1046,Other Elements branded by Coca-Cola - Price Communication,N,1.0,2026-03-12 18:22:06.604121,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054958717_4300.jpg,ModelResults/VisibleItem_267/img_1768054958717_4300.jpg
147,llava:7b,img_1768054977267_1152.jpg,1018,Other Elements branded by Coca-Cola - Bottle Neck Ringer,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
148,llava:7b,img_1768054977267_1152.jpg,1019,Other Elements branded by Coca-Cola - Poster,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
149,llava:7b,img_1768054977267_1152.jpg,1020,Other Elements branded by Coca-Cola - Streamer,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
150,llava:7b,img_1768054977267_1152.jpg,1021,Other Elements branded by Coca-Cola - Combo board Non-digital,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
151,llava:7b,img_1768054977267_1152.jpg,1022,Other Elements branded by Coca-Cola - Digital Combo board,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
152,llava:7b,img_1768054977267_1152.jpg,1023,Other Elements branded by Coca-Cola - Menu board,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
153,llava:7b,img_1768054977267_1152.jpg,1024,Other Elements branded by Coca-Cola - Bar Signage,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
154,llava:7b,img_1768054977267_1152.jpg,1025,Other Elements branded by Coca-Cola - Menu Book,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
155,llava:7b,img_1768054977267_1152.jpg,1026,Other Elements branded by Coca-Cola - Table Menu,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
156,llava:7b,img_1768054977267_1152.jpg,1027,Other Elements branded by Coca-Cola - Table Sticker,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
157,llava:7b,img_1768054977267_1152.jpg,1028,Other Elements branded by Coca-Cola - Bar Mat,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
158,llava:7b,img_1768054977267_1152.jpg,1029,Other Elements branded by Coca-Cola - Napkin Holder,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
159,llava:7b,img_1768054977267_1152.jpg,1030,Other Elements branded by Coca-Cola - Tent Card,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
160,llava:7b,img_1768054977267_1152.jpg,1031,Other Elements branded by Coca-Cola - Tray,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
161,llava:7b,img_1768054977267_1152.jpg,1032,Other Elements branded by Coca-Cola - Shop Board,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
162,llava:7b,img_1768054977267_1152.jpg,1033,Other Elements branded by Coca-Cola - Umbrella,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
163,llava:7b,img_1768054977267_1152.jpg,1034,Other Elements branded by Coca-Cola - Neon Signage,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
164,llava:7b,img_1768054977267_1152.jpg,1035,Other Elements branded by Coca-Cola - Coke Glass,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
165,llava:7b,img_1768054977267_1152.jpg,1036,Other Elements branded by Coca-Cola - Waiter Apron,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
166,llava:7b,img_1768054977267_1152.jpg,1037,Other Elements branded by Coca-Cola - One pager Combo menu,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
167,llava:7b,img_1768054977267_1152.jpg,1038,Other Elements branded by Coca-Cola - Wall Menu,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
168,llava:7b,img_1768054977267_1152.jpg,1039,Other Elements branded by Coca-Cola - Rack shelf branding,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
169,llava:7b,img_1768054977267_1152.jpg,1040,Other Elements branded by Coca-Cola - Pillar Branding,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
170,llava:7b,img_1768054977267_1152.jpg,1041,Other Elements branded by Coca-Cola - Window Branding (One Way Vision),N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
171,llava:7b,img_1768054977267_1152.jpg,1042,Other Elements branded by Coca-Cola - Offer Communication (Printed Communication Material),N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
172,llava:7b,img_1768054977267_1152.jpg,1043,Other Elements branded by Coca-Cola - Aerial Hanger,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
173,llava:7b,img_1768054977267_1152.jpg,1044,Other Elements branded by Coca-Cola - Digital Display Ad,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
174,llava:7b,img_1768054977267_1152.jpg,1045,Other Elements branded by Coca-Cola - Coke logo Cup,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
175,llava:7b,img_1768054977267_1152.jpg,1046,Other Elements branded by Coca-Cola - Price Communication,N,1.0,2026-03-12 18:23:05.515655,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054977267_1152.jpg,ModelResults/VisibleItem_267/img_1768054977267_1152.jpg
176,llava:7b,img_1768054995939_9463.jpg,1018,Other Elements branded by Coca-Cola - Bottle Neck Ringer,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
177,llava:7b,img_1768054995939_9463.jpg,1019,Other Elements branded by Coca-Cola - Poster,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
178,llava:7b,img_1768054995939_9463.jpg,1020,Other Elements branded by Coca-Cola - Streamer,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
179,llava:7b,img_1768054995939_9463.jpg,1021,Other Elements branded by Coca-Cola - Combo board Non-digital,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
180,llava:7b,img_1768054995939_9463.jpg,1022,Other Elements branded by Coca-Cola - Digital Combo board,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
181,llava:7b,img_1768054995939_9463.jpg,1023,Other Elements branded by Coca-Cola - Menu board,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
182,llava:7b,img_1768054995939_9463.jpg,1024,Other Elements branded by Coca-Cola - Bar Signage,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
183,llava:7b,img_1768054995939_9463.jpg,1025,Other Elements branded by Coca-Cola - Menu Book,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
184,llava:7b,img_1768054995939_9463.jpg,1026,Other Elements branded by Coca-Cola - Table Menu,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
185,llava:7b,img_1768054995939_9463.jpg,1027,Other Elements branded by Coca-Cola - Table Sticker,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
186,llava:7b,img_1768054995939_9463.jpg,1028,Other Elements branded by Coca-Cola - Bar Mat,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
187,llava:7b,img_1768054995939_9463.jpg,1029,Other Elements branded by Coca-Cola - Napkin Holder,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
188,llava:7b,img_1768054995939_9463.jpg,1030,Other Elements branded by Coca-Cola - Tent Card,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
189,llava:7b,img_1768054995939_9463.jpg,1031,Other Elements branded by Coca-Cola - Tray,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
190,llava:7b,img_1768054995939_9463.jpg,1032,Other Elements branded by Coca-Cola - Shop Board,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
191,llava:7b,img_1768054995939_9463.jpg,1033,Other Elements branded by Coca-Cola - Umbrella,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
192,llava:7b,img_1768054995939_9463.jpg,1034,Other Elements branded by Coca-Cola - Neon Signage,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
193,llava:7b,img_1768054995939_9463.jpg,1035,Other Elements branded by Coca-Cola - Coke Glass,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
194,llava:7b,img_1768054995939_9463.jpg,1036,Other Elements branded by Coca-Cola - Waiter Apron,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
195,llava:7b,img_1768054995939_9463.jpg,1037,Other Elements branded by Coca-Cola - One pager Combo menu,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
196,llava:7b,img_1768054995939_9463.jpg,1038,Other Elements branded by Coca-Cola - Wall Menu,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
197,llava:7b,img_1768054995939_9463.jpg,1039,Other Elements branded by Coca-Cola - Rack shelf branding,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
198,llava:7b,img_1768054995939_9463.jpg,1040,Other Elements branded by Coca-Cola - Pillar Branding,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
199,llava:7b,img_1768054995939_9463.jpg,1041,Other Elements branded by Coca-Cola - Window Branding (One Way Vision),N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
200,llava:7b,img_1768054995939_9463.jpg,1042,Other Elements branded by Coca-Cola - Offer Communication (Printed Communication Material),N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
201,llava:7b,img_1768054995939_9463.jpg,1043,Other Elements branded by Coca-Cola - Aerial Hanger,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
202,llava:7b,img_1768054995939_9463.jpg,1044,Other Elements branded by Coca-Cola - Digital Display Ad,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
203,llava:7b,img_1768054995939_9463.jpg,1045,Other Elements branded by Coca-Cola - Coke logo Cup,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
204,llava:7b,img_1768054995939_9463.jpg,1046,Other Elements branded by Coca-Cola - Price Communication,N,1.0,2026-03-12 18:24:00.932418,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768054995939_9463.jpg,ModelResults/VisibleItem_267/img_1768054995939_9463.jpg
205,llava:7b,img_1768055012550_4607.jpg,1018,Other Elements branded by Coca-Cola - Bottle Neck Ringer,N,1.0,2026-03-12 18:24:55.760846,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768055012550_4607.jpg,ModelResults/VisibleItem_267/img_1768055012550_4607.jpg
206,llava:7b,img_1768055012550_4607.jpg,1019,Other Elements branded by Coca-Cola - Poster,N,1.0,2026-03-12 18:24:55.760846,N,2260210296,ANKIT & ANKUSH KIRANA PASAL,STORE_IMAGES/img_1768055012550_4607.jpg,ModelResults/VisibleItem_267/img_1768055012550_4607.jpg
