rowid,modelname,imagefilename,classid,classtext,value,inference,modelrun,processed_flag,storeid,storename,s3path_actual_file,s3path_annotated_file
282,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1032,Other Elements branded by Coca-Cola - Shop Board,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
283,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1033,Other Elements branded by Coca-Cola - Umbrella,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
284,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1034,Other Elements branded by Coca-Cola - Neon Signage,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
285,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1035,Other Elements branded by Coca-Cola - Coke Glass,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
286,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1036,Other Elements branded by Coca-Cola - Waiter Apron,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
287,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1037,Other Elements branded by Coca-Cola - One pager Combo menu,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
288,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1038,Other Elements branded by Coca-Cola - Wall Menu,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
289,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1039,Other Elements branded by Coca-Cola - Rack shelf branding,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
290,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1040,Other Elements branded by Coca-Cola - Pillar Branding,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
291,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1041,Other Elements branded by Coca-Cola - Window Branding (One Way Vision),N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
292,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1042,Other Elements branded by Coca-Cola - Offer Communication (Printed Communication Material),N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
293,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1043,Other Elements branded by Coca-Cola - Aerial Hanger,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
294,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1044,Other Elements branded by Coca-Cola - Digital Display Ad,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
295,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1045,Other Elements branded by Coca-Cola - Coke logo Cup,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
296,gpt-4o,IMG-MO1JED7N-Y4V8.jpg,1046,Other Elements branded by Coca-Cola - Price Communication,N/A,1.0,2026-04-20 16:13:27.237138,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JED7N-Y4V8.jpg,ModelResults/VisibleItem_326/IMG-MO1JED7N-Y4V8.jpg
297,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1030,Other Elements branded by Coca-Cola - Tent Card,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
298,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1031,Other Elements branded by Coca-Cola - Tray,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
299,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1032,Other Elements branded by Coca-Cola - Shop Board,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
300,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1033,Other Elements branded by Coca-Cola - Umbrella,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
301,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1034,Other Elements branded by Coca-Cola - Neon Signage,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
302,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1035,Other Elements branded by Coca-Cola - Coke Glass,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
303,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1036,Other Elements branded by Coca-Cola - Waiter Apron,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
304,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1037,Other Elements branded by Coca-Cola - One pager Combo menu,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
305,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1038,Other Elements branded by Coca-Cola - Wall Menu,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
306,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1039,Other Elements branded by Coca-Cola - Rack shelf branding,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
307,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1040,Other Elements branded by Coca-Cola - Pillar Branding,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
308,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1041,Other Elements branded by Coca-Cola - Window Branding (One Way Vision),N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
309,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1042,Other Elements branded by Coca-Cola - Offer Communication (Printed Communication Material),N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
310,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1043,Other Elements branded by Coca-Cola - Aerial Hanger,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
311,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1044,Other Elements branded by Coca-Cola - Digital Display Ad,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
312,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1045,Other Elements branded by Coca-Cola - Coke logo Cup,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
313,gpt-4o,IMG-MO1JEATP-IZB9.jpg,1046,Other Elements branded by Coca-Cola - Price Communication,N/A,1.0,2026-04-20 16:13:33.726379,N,1220110208,KASTURI KIRANA PASAL,april_store_images/IMG-MO1JEATP-IZB9.jpg,ModelResults/VisibleItem_326/IMG-MO1JEATP-IZB9.jpg
314,gpt-4o,IMG-MO1JDTOS-LLEW.jpg,1022,Other Elements branded by Coca-Cola - Digital Combo board,Y,1.0,2026-04-20 16:13:34.754035,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDTOS-LLEW.jpg,ModelResults/VisibleItem_326/IMG-MO1JDTOS-LLEW.jpg
315,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1030,Other Elements branded by Coca-Cola - Tent Card,N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
316,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1031,Other Elements branded by Coca-Cola - Tray,N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
317,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1032,Other Elements branded by Coca-Cola - Shop Board,N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
318,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1033,Other Elements branded by Coca-Cola - Umbrella,N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
319,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1034,Other Elements branded by Coca-Cola - Neon Signage,N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
320,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1035,Other Elements branded by Coca-Cola - Coke Glass,N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
321,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1036,Other Elements branded by Coca-Cola - Waiter Apron,N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
322,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1037,Other Elements branded by Coca-Cola - One pager Combo menu,N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
323,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1038,Other Elements branded by Coca-Cola - Wall Menu,N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
324,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1039,Other Elements branded by Coca-Cola - Rack shelf branding,N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
325,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1040,Other Elements branded by Coca-Cola - Pillar Branding,N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
326,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1041,Other Elements branded by Coca-Cola - Window Branding (One Way Vision),N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
327,gpt-4o,IMG-MO1JDSG1-X1I3.jpg,1042,Other Elements branded by Coca-Cola - Offer Communication (Printed Communication Material),N/A,1.0,2026-04-20 16:13:42.673634,N,1220110366,NISHA HOTEL,april_store_images/IMG-MO1JDSG1-X1I3.jpg,ModelResults/VisibleItem_326/IMG-MO1JDSG1-X1I3.jpg
